狀態,姓名,年度,出數,打席,打數,打點,得分,安打,一安,二安,三安,全壘打,被三振,盜壘,打擊率,上壘率,長打率,保送,故意四壞,觸身球
退役,鷹俠,1990,90,378,322,58,58,94,52,21,3,18,58,7,0.292,0.376,0.543,41,6,5
退役,瑞克,1990,90,381,342,45,48,110,68,33,2,7,37,7,0.322,0.38,0.491,30,1,4
退役,洪一中,1990,90,404,365,31,52,104,78,22,4,0,17,5,0.285,0.338,0.367,27,0,4
退役,王俊郎,1990,90,348,313,24,32,71,57,12,1,1,40,3,0.227,0.288,0.281,25,0,2
退役,李居明,1990,88,371,335,42,43,97,70,15,4,8,34,3,0.29,0.338,0.43,27,4,0
退役,林易增,1990,87,383,350,34,66,116,94,15,3,4,20,34,0.331,0.378,0.426,24,0,4
退役,何良志,1990,86,330,278,15,47,67,58,5,4,0,33,12,0.241,0.342,0.288,43,0,0
退役,林百亨,1990,86,338,310,34,31,82,63,14,0,5,28,4,0.265,0.311,0.358,21,2,0
退役,陳金茂,1990,86,364,315,49,59,93,64,21,2,6,40,7,0.295,0.366,0.432,32,0,7
退役,孟雷,1990,85,331,283,43,43,68,44,11,2,11,48,3,0.24,0.345,0.41,45,0,1
退役,林振賢,1990,85,268,249,21,28,58,45,10,2,1,26,4,0.233,0.275,0.301,14,0,1
退役,羅曼,1990,85,345,325,49,38,77,50,13,1,13,41,4,0.237,0.269,0.403,12,1,3
退役,帝波,1990,85,353,305,49,57,93,59,20,4,10,40,13,0.305,0.372,0.495,32,5,3
退役,黃煚隆,1990,85,350,311,32,53,87,65,15,4,3,34,8,0.28,0.35,0.383,29,0,5
退役,宋榮泰,1990,84,329,273,35,29,77,56,15,2,4,34,1,0.282,0.387,0.396,49,1,1
退役,汪俊良,1990,83,329,285,24,25,69,54,13,1,1,25,3,0.242,0.319,0.305,27,0,5
退役,鄭百勝,1990,83,332,295,22,41,90,77,12,0,1,21,11,0.305,0.372,0.356,29,0,3
退役,孫昭立,1990,83,320,299,42,37,81,60,16,0,5,35,23,0.271,0.296,0.375,10,1,2
退役,涂忠男,1990,83,298,265,12,18,52,49,3,0,0,20,3,0.196,0.26,0.208,22,0,1
退役,余富誠,1990,82,246,228,32,21,46,36,5,3,2,54,4,0.202,0.248,0.276,12,0,2
退役,馬斯,1990,82,298,261,53,48,88,49,22,1,16,63,5,0.337,0.399,0.613,24,5,5
退役,李安熙,1990,82,321,287,40,36,86,68,13,2,3,53,2,0.3,0.354,0.39,23,0,3
退役,王光輝,1990,79,337,310,45,47,106,73,23,1,9,26,3,0.342,0.383,0.51,19,2,3
退役,郭建霖,1990,78,317,276,35,32,72,61,11,0,0,21,8,0.261,0.324,0.301,27,0,0
退役,麥克,1990,77,281,249,32,32,59,34,21,1,3,40,3,0.237,0.293,0.365,19,0,3
退役,陳正中,1990,76,299,264,45,31,63,45,10,1,7,43,3,0.239,0.308,0.364,27,4,1
退役,努那,1990,75,283,268,25,25,64,52,8,3,1,33,6,0.239,0.269,0.302,7,0,4
退役,洪正欽,1990,74,276,255,24,28,62,51,10,1,0,48,6,0.243,0.269,0.29,10,1,0
退役,鄭幸生,1990,72,282,269,27,30,83,67,13,1,2,38,6,0.309,0.326,0.387,9,0,0
退役,曾智偵,1990,72,245,216,16,18,52,40,6,3,3,31,6,0.241,0.318,0.338,21,0,4
退役,黃世明,1990,72,300,278,41,45,92,60,24,1,7,35,12,0.331,0.38,0.5,12,0,10
退役,吳俊達,1990,71,294,257,11,43,65,55,8,2,0,19,14,0.253,0.325,0.3,27,0,1
退役,許錫華,1990,69,192,172,17,15,42,27,14,1,0,19,0,0.244,0.307,0.337,15,0,1
退役,陳彥成,1990,67,239,223,30,29,70,53,10,2,5,27,2,0.314,0.342,0.444,11,2,0
退役,侯明坤,1990,63,139,128,14,18,37,31,1,2,3,22,1,0.289,0.345,0.398,10,0,1
退役,吳英偉,1990,60,168,151,18,15,38,29,6,2,1,19,7,0.252,0.311,0.338,10,0,3
退役,游宗龍,1990,58,94,86,9,7,11,8,2,1,0,9,1,0.128,0.152,0.174,3,0,0
退役,李坤哲,1990,57,128,116,10,11,33,28,4,0,1,27,2,0.284,0.315,0.345,5,0,1
退役,姚百川,1990,56,176,158,11,11,25,24,1,0,0,14,0,0.158,0.225,0.165,12,0,2
退役,黃清文,1990,55,124,116,9,13,21,13,5,0,3,21,1,0.181,0.234,0.302,7,0,1
退役,陳政賢,1990,54,188,166,20,29,41,28,10,1,2,30,8,0.247,0.317,0.355,16,2,2
退役,藍文成,1990,52,117,110,9,7,29,22,5,1,1,17,1,0.264,0.289,0.355,3,0,1
退役,陳耿佑,1990,52,127,115,4,4,15,12,2,0,1,25,1,0.13,0.18,0.174,7,0,0
退役,呂文生,1990,52,180,159,10,5,26,21,5,0,0,15,0,0.164,0.231,0.195,14,0,0
退役,彭裕國,1990,52,129,122,16,10,20,16,3,0,1,30,1,0.164,0.194,0.213,3,0,2
退役,吳林煉,1990,49,93,83,1,13,23,20,3,0,0,8,5,0.277,0.355,0.313,8,0,2
退役,賴崇光,1990,46,128,119,2,11,27,22,5,0,0,19,0,0.227,0.27,0.269,6,0,1
退役,徐整當,1990,45,120,111,8,12,26,24,2,0,0,14,2,0.234,0.292,0.252,8,0,1
退役,鄧耀華,1990,42,91,72,6,14,15,9,6,0,0,14,1,0.208,0.36,0.292,16,0,1
退役,周惠盛,1990,40,81,76,9,1,17,14,3,0,0,14,0,0.224,0.25,0.263,2,0,1
退役,蔣坤?,1990,38,65,58,12,3,15,14,1,0,0,9,0,0.259,0.328,0.276,4,1,2
退役,羅世幸,1990,37,142,130,25,22,41,30,6,0,5,22,3,0.315,0.35,0.477,5,0,3
退役,林仲秋,1990,29,110,103,13,16,28,17,5,0,6,13,0,0.272,0.318,0.495,6,0,1
退役,羅敏卿,1990,28,103,87,7,9,22,16,4,1,1,19,0,0.253,0.34,0.356,11,3,1
退役,李文傳,1990,27,52,44,2,9,10,10,0,0,0,6,1,0.227,0.333,0.227,5,0,2
退役,寶力,1990,24,80,74,4,7,15,11,2,1,1,25,5,0.203,0.253,0.297,5,0,0
退役,孫長川,1990,22,49,40,2,2,3,2,1,0,0,18,1,0.075,0.213,0.1,7,0,0
退役,耿健輝,1990,21,46,45,2,6,9,7,2,0,0,7,2,0.2,0.217,0.244,1,0,0
退役,江仲豪,1990,17,45,39,3,0,8,8,0,0,0,11,0,0.205,0.295,0.205,4,0,1
退役,蕭浚濠,1990,12,16,14,5,2,4,2,2,0,0,1,0,0.286,0.313,0.429,0,0,1
退役,皮諾,1990,11,32,28,0,4,3,3,0,0,0,11,2,0.107,0.219,0.107,3,0,1
退役,曹清來,1990,10,7,7,0,1,3,3,0,0,0,2,0,0.429,0.429,0.429,0,0,0
退役,黃廣琪,1990,8,27,23,1,1,4,4,0,0,0,7,0,0.174,0.24,0.174,2,0,0
退役,陳琦豐,1990,6,17,14,1,2,3,3,0,0,0,4,0,0.214,0.313,0.214,2,0,0
退役,湯尼,1990,4,11,10,0,0,2,1,1,0,0,3,0,0.2,0.2,0.3,0,0,0
退役,黃武雄,1990,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,劉義傳,1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,杜福明,1990,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
退役,派瑞,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,黃平洋,1990,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,王俊郎,1991,90,345,315,31,33,89,67,17,1,4,31,3,0.283,0.332,0.381,22,1,2
退役,曾智偵,1991,89,362,317,43,44,99,73,20,2,4,50,15,0.312,0.38,0.426,29,2,7
退役,孫昭立,1991,89,349,321,29,47,87,66,19,0,2,47,17,0.271,0.321,0.349,20,0,4
退役,陳金茂,1991,88,371,338,55,54,91,66,14,0,11,43,8,0.269,0.314,0.408,23,1,2
退役,余富誠,1991,87,223,193,15,19,39,29,7,1,2,55,3,0.202,0.249,0.28,12,0,0
退役,呂文生,1991,87,297,240,22,29,48,42,4,2,0,30,3,0.2,0.293,0.233,31,0,1
退役,林易增,1991,87,379,343,30,70,100,81,16,1,2,20,31,0.292,0.344,0.362,23,2,5
退役,吳復連,1991,86,339,293,27,34,74,60,13,1,0,39,8,0.253,0.328,0.304,33,0,1
退役,黃煚隆,1991,86,338,318,35,37,79,54,19,1,5,47,7,0.248,0.265,0.362,8,0,0
退役,勃朗,1991,85,337,315,25,35,84,63,11,5,5,27,10,0.267,0.301,0.381,16,0,0
退役,艾勃,1991,85,344,290,44,41,87,55,17,2,13,49,0,0.3,0.395,0.507,42,5,5
退役,吉彌,1991,85,361,331,59,50,101,75,14,0,12,33,4,0.305,0.356,0.456,24,1,3
退役,蔡生豐,1991,84,306,263,19,40,61,46,10,1,4,47,8,0.232,0.326,0.323,36,0,1
退役,宋榮泰,1991,84,280,245,27,23,54,43,9,0,2,31,2,0.22,0.303,0.282,26,1,4
退役,郭建霖,1991,84,352,301,29,40,82,67,14,0,1,33,7,0.272,0.343,0.329,29,0,5
退役,吳俊達,1991,83,317,279,14,30,61,44,13,4,0,30,10,0.219,0.261,0.294,16,0,1
退役,羅敏卿,1991,81,233,204,26,22,56,38,14,1,3,38,0,0.275,0.351,0.397,24,0,1
退役,馬斯,1991,81,301,262,46,38,65,41,11,1,12,76,2,0.248,0.336,0.435,32,3,3
退役,羅世幸,1991,81,320,274,54,43,84,56,18,0,10,55,6,0.307,0.396,0.482,37,1,5
退役,侯明坤,1991,80,252,236,16,15,47,37,8,2,0,47,2,0.199,0.235,0.25,11,1,0
退役,林百亨,1991,80,282,258,27,17,64,49,11,0,4,34,0,0.248,0.277,0.337,11,1,0
退役,帝波,1991,80,295,264,37,40,84,57,18,1,8,32,16,0.318,0.377,0.485,24,6,1
退役,陳正中,1991,79,307,272,42,38,71,48,13,0,10,43,4,0.261,0.328,0.419,26,1,3
退役,鷹俠,1991,79,328,272,54,40,90,57,17,2,14,60,1,0.331,0.429,0.563,46,6,2
退役,李安熙,1991,79,265,233,20,24,46,33,10,1,2,32,1,0.197,0.265,0.275,21,0,1
退役,林仲秋,1991,78,314,281,43,41,76,44,15,1,16,34,2,0.27,0.32,0.502,21,7,1
退役,汪俊良,1991,77,263,228,19,23,54,45,9,0,0,22,0,0.237,0.286,0.276,17,0,0
退役,李居明,1991,77,270,242,21,28,57,37,13,0,7,20,4,0.236,0.305,0.376,24,1,0
退役,鄭百勝,1991,75,295,267,22,36,70,57,8,3,2,22,10,0.262,0.313,0.337,20,2,0
退役,鄭幸生,1991,72,285,260,20,28,72,59,8,1,4,37,1,0.277,0.314,0.362,13,1,2
退役,林振賢,1991,71,224,198,12,21,47,42,5,0,0,22,12,0.237,0.296,0.263,13,0,4
退役,洪一中,1991,71,247,224,35,20,56,39,13,0,4,17,0,0.25,0.273,0.362,10,0,0
退役,陳政賢,1991,70,184,156,11,16,37,30,6,0,1,34,3,0.237,0.322,0.295,19,2,1
退役,羅曼,1991,70,249,233,31,21,59,42,12,0,5,51,4,0.253,0.289,0.369,9,0,3
退役,吳林煉,1991,68,47,41,2,4,5,5,0,0,0,9,3,0.122,0.182,0.122,3,0,0
退役,陳琦豐,1991,68,150,131,5,19,29,26,2,1,0,24,4,0.221,0.266,0.252,6,0,2
退役,吳英偉,1991,67,140,129,7,8,28,21,6,0,1,26,2,0.217,0.244,0.287,5,0,0
退役,王光輝,1991,67,274,243,35,40,66,42,15,0,9,21,2,0.272,0.328,0.444,21,2,2
退役,涂忠男,1991,65,224,203,13,19,45,39,5,0,1,14,4,0.222,0.258,0.261,10,0,0
退役,鄧耀華,1991,64,180,139,10,18,24,18,6,0,0,25,4,0.173,0.326,0.216,30,1,2
退役,許錫華,1991,60,157,147,9,12,34,29,3,1,1,18,0,0.231,0.257,0.286,5,2,0
退役,孫長川,1991,60,147,131,9,11,22,18,3,1,0,35,2,0.168,0.227,0.206,8,0,2
退役,百漢,1991,53,214,200,18,19,52,45,3,0,4,23,2,0.26,0.294,0.335,10,0,0
退役,霸多,1991,50,181,159,21,17,48,30,12,2,4,26,1,0.302,0.36,0.478,16,3,0
退役,陳彥成,1991,50,136,124,22,17,30,20,6,0,4,16,1,0.242,0.301,0.387,11,0,0
退役,查維,1991,47,179,162,20,21,50,34,12,2,2,13,3,0.309,0.352,0.444,11,1,1
退役,李文傳,1991,46,95,88,5,1,11,10,1,0,0,9,1,0.125,0.152,0.136,3,0,0
退役,耿健輝,1991,44,56,48,6,11,12,10,2,0,0,15,3,0.25,0.296,0.292,4,0,0
退役,蔣坤?,1991,40,86,83,6,4,18,17,1,0,0,16,0,0.217,0.224,0.229,0,0,1
退役,洪正欽,1991,39,117,106,14,7,23,17,4,1,1,22,2,0.217,0.278,0.302,9,0,0
退役,黃世明,1991,37,114,109,14,9,28,19,5,2,2,18,1,0.257,0.289,0.394,2,0,3
退役,藍文成,1991,36,82,74,5,10,18,13,3,2,0,8,1,0.243,0.263,0.338,2,0,0
退役,何良志,1991,36,58,52,2,5,7,6,1,0,0,6,1,0.135,0.224,0.154,6,0,0
退役,游宗龍,1991,32,58,54,3,8,14,14,0,0,0,8,3,0.259,0.298,0.259,3,0,0
退役,黃清文,1991,32,68,61,7,11,14,11,2,1,0,10,0,0.23,0.273,0.295,4,0,0
退役,徐整當,1991,31,65,62,2,4,14,13,1,0,0,9,1,0.226,0.25,0.242,2,0,0
退役,賴崇光,1991,28,42,33,1,4,7,7,0,0,0,5,0,0.212,0.333,0.212,5,0,1
退役,卡羅,1991,24,96,87,13,11,27,23,2,1,1,14,1,0.31,0.365,0.391,8,0,0
退役,揚戈,1991,20,68,65,6,4,15,8,5,0,2,18,1,0.231,0.265,0.4,3,0,0
退役,陳耿佑,1991,17,28,26,1,1,2,1,0,1,0,4,0,0.077,0.107,0.154,0,0,1
退役,李坤哲,1991,16,14,14,3,3,4,1,2,0,1,6,1,0.286,0.286,0.643,0,0,0
退役,蕭浚濠,1991,5,8,6,0,1,1,1,0,0,0,0,0,0.167,0.286,0.167,1,0,0
退役,陽介仁,1991,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,陳逸松,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,徐育鉉,1991,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,姜財明,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,陳憲章,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,黃嘉育,1991,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,陳政賢,1992,90,349,297,56,42,80,51,12,2,15,67,4,0.269,0.352,0.475,37,4,2
退役,孫昭立,1992,90,354,329,37,41,95,68,21,0,6,37,12,0.289,0.324,0.407,17,0,1
退役,郭建霖,1992,90,390,331,26,58,92,77,12,2,1,30,13,0.278,0.354,0.335,38,0,2
退役,羅敏卿,1992,89,367,330,53,46,104,71,22,2,9,47,1,0.315,0.377,0.476,29,2,4
退役,李居明,1992,89,363,327,43,40,95,66,20,1,8,32,11,0.291,0.344,0.431,28,0,1
退役,吳復連,1992,89,347,278,37,37,77,56,16,0,5,24,5,0.277,0.37,0.388,42,0,3
退役,林仲秋,1992,88,378,339,56,64,98,61,13,0,24,36,5,0.289,0.34,0.54,27,5,2
退役,王光輝,1992,88,362,319,43,45,81,60,9,0,12,37,12,0.254,0.329,0.395,32,2,5
退役,林易增,1992,88,405,364,19,69,97,80,13,3,1,19,47,0.266,0.33,0.327,32,0,3
退役,陳金茂,1992,88,345,315,52,50,78,53,7,1,17,46,9,0.248,0.299,0.438,21,0,3
退役,蔡生豐,1992,86,330,284,17,38,65,49,13,2,1,45,21,0.229,0.307,0.299,26,0,7
退役,洪一中,1992,85,328,273,38,33,68,53,8,1,6,17,4,0.249,0.344,0.352,42,0,1
退役,黃煚隆,1992,85,304,273,26,29,71,58,9,1,3,19,6,0.26,0.306,0.333,16,2,4
退役,呂明賜,1992,85,347,287,33,49,74,48,15,1,10,38,9,0.258,0.378,0.422,55,2,1
退役,陳正中,1992,84,356,317,40,35,89,60,17,0,12,51,5,0.281,0.347,0.448,29,0,4
退役,林克,1992,84,361,289,68,54,91,58,13,0,20,44,5,0.315,0.433,0.567,61,3,1
退役,陳彥成,1992,84,311,273,44,36,73,44,16,3,10,43,3,0.267,0.326,0.458,24,0,3
退役,羅世幸,1992,84,347,288,56,50,80,48,7,2,23,55,6,0.278,0.392,0.556,51,2,3
退役,鄭百勝,1992,83,307,271,16,33,65,54,9,2,0,36,4,0.24,0.301,0.288,23,0,2
退役,吉彌,1992,83,319,292,42,32,80,54,16,1,9,20,2,0.274,0.316,0.428,16,2,4
退役,鷹俠,1992,81,343,284,65,55,87,49,15,0,23,60,2,0.306,0.405,0.602,43,5,7
退役,勃朗,1992,80,348,333,32,43,97,73,20,0,4,27,10,0.291,0.322,0.387,15,0,0
退役,帝波,1992,79,309,274,41,43,72,48,15,2,7,49,20,0.263,0.341,0.409,30,0,3
退役,李安熙,1992,78,260,226,30,30,55,35,12,1,7,38,1,0.243,0.317,0.398,25,1,0
退役,克魯茲,1992,77,291,236,39,50,67,39,16,0,12,55,19,0.284,0.412,0.504,50,0,2
退役,曾智偵,1992,75,274,229,26,32,66,52,7,1,6,35,5,0.288,0.377,0.406,27,1,7
退役,鄭幸生,1992,74,256,236,17,29,54,44,7,1,2,32,3,0.229,0.264,0.292,10,0,2
退役,卡羅,1992,73,316,276,37,55,90,64,15,1,10,39,10,0.326,0.395,0.496,32,2,1
退役,宋榮泰,1992,71,243,212,34,17,48,31,11,0,6,30,0,0.226,0.305,0.363,23,0,2
退役,王俊郎,1992,71,213,192,23,18,52,37,12,1,2,16,1,0.271,0.317,0.375,9,1,5
退役,汪俊良,1992,69,249,188,18,29,48,36,11,1,0,23,2,0.255,0.352,0.324,27,0,1
退役,吳林煉,1992,67,144,106,8,21,17,12,3,2,0,16,6,0.16,0.343,0.226,29,0,1
退役,呂文生,1992,67,187,159,14,16,40,29,11,0,0,16,0,0.252,0.31,0.321,14,0,0
退役,耿健輝,1992,66,178,157,7,20,31,29,2,0,0,34,0,0.197,0.276,0.21,16,0,1
退役,涂忠男,1992,65,230,211,16,15,59,50,9,0,0,17,1,0.28,0.321,0.322,13,0,0
退役,侯明坤,1992,63,198,181,19,22,44,32,7,3,2,27,3,0.243,0.301,0.348,15,0,0
退役,康雷,1992,62,230,213,38,27,67,48,8,1,10,22,23,0.315,0.348,0.502,10,0,2
退役,林振賢,1992,62,145,123,9,13,29,21,7,1,0,15,3,0.236,0.319,0.309,15,0,0
退役,許錫華,1992,58,182,173,9,14,44,40,3,0,1,12,2,0.254,0.271,0.289,5,0,0
退役,賴崇光,1992,58,127,114,10,17,31,27,4,0,0,11,1,0.272,0.294,0.307,4,0,0
退役,林百亨,1992,58,163,144,25,17,39,26,10,0,3,16,1,0.271,0.31,0.403,8,1,1
退役,余富誠,1992,52,92,82,7,6,15,10,4,1,0,17,0,0.183,0.256,0.256,8,0,0
退役,陳琦豐,1992,44,38,32,2,7,5,4,1,0,0,6,4,0.156,0.229,0.188,3,0,0
退役,黃世明,1992,43,158,151,12,12,34,21,10,0,3,25,2,0.225,0.248,0.351,4,0,1
退役,吳英偉,1992,42,44,39,4,6,8,4,4,0,0,9,0,0.205,0.295,0.308,5,0,0
退役,洪正欽,1992,41,118,110,6,10,18,16,1,0,1,21,3,0.164,0.193,0.2,4,0,0
退役,羅曼,1992,40,126,117,21,17,28,15,6,0,7,17,0,0.239,0.274,0.47,5,0,1
退役,徐整當,1992,38,110,105,6,11,24,23,1,0,0,4,1,0.229,0.25,0.238,2,0,1
退役,吳俊達,1992,37,85,73,3,12,13,11,2,0,0,9,4,0.178,0.25,0.205,7,0,0
退役,霸多,1992,36,145,125,19,12,36,26,8,0,2,17,0,0.288,0.368,0.4,15,1,2
退役,藍文成,1992,32,69,64,1,5,10,10,0,0,0,9,1,0.156,0.206,0.156,3,0,1
退役,黃清文,1992,32,65,61,6,6,18,16,2,0,0,6,0,0.295,0.328,0.328,3,0,0
退役,蔣坤?,1992,30,63,60,5,3,11,8,2,0,1,6,0,0.183,0.197,0.267,0,1,1
退役,馬斯,1992,29,90,74,19,10,18,10,3,0,5,22,2,0.243,0.348,0.486,12,1,1
退役,愛迪生,1992,27,82,67,7,9,16,13,3,0,0,4,4,0.239,0.316,0.284,7,0,1
退役,哥雅,1992,26,120,113,7,14,30,20,7,1,2,8,4,0.265,0.308,0.398,7,0,0
退役,孫長川,1992,25,33,26,1,5,3,3,0,0,0,4,1,0.115,0.303,0.115,6,0,1
退役,鄧耀華,1992,23,39,28,1,5,4,3,1,0,0,4,0,0.143,0.333,0.179,7,0,1
退役,游宗龍,1992,22,35,32,3,7,10,8,1,0,1,5,1,0.312,0.353,0.438,2,0,0
退役,艾勃,1992,20,62,52,5,4,11,6,5,0,0,5,0,0.212,0.293,0.308,6,4,0
退役,李坤哲,1992,19,22,19,0,3,1,1,0,0,0,8,0,0.053,0.182,0.053,3,0,0
退役,何良志,1992,15,19,16,0,4,0,0,0,0,0,3,0,0,0.158,0,3,0,0
退役,查維,1992,9,34,32,5,6,15,13,2,0,0,3,2,0.469,0.5,0.531,2,0,0
退役,羅維,1992,8,24,21,1,0,5,4,1,0,0,5,0,0.238,0.292,0.286,1,0,1
退役,徐育鉉,1992,8,8,8,1,0,2,1,1,0,0,0,0,0.25,0.25,0.375,0,0,0
退役,曾信誠,1992,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,杜福明,1992,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,謝長亨,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,林光宏,1992,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,陳政賢,1993,90,321,286,46,42,78,53,16,0,9,72,5,0.273,0.333,0.423,26,3,1
退役,洪一中,1993,90,346,321,37,35,83,68,10,1,4,16,1,0.259,0.298,0.333,16,0,3
退役,艾勃,1993,90,382,341,58,48,104,53,33,3,15,46,3,0.305,0.364,0.551,32,7,0
退役,孫昭立,1993,90,372,349,31,36,86,64,19,1,2,43,8,0.246,0.277,0.324,13,0,2
退役,廖敏雄,1993,90,387,344,60,48,100,61,19,2,18,80,5,0.291,0.354,0.515,33,4,2
退役,張文宗,1993,90,380,344,57,39,90,63,16,1,10,77,12,0.262,0.327,0.401,32,1,2
退役,黃忠義,1993,90,402,349,42,60,105,79,12,3,11,43,16,0.301,0.381,0.447,45,1,2
退役,凱斯,1993,89,336,289,34,33,76,63,11,1,1,46,6,0.263,0.347,0.318,33,0,5
退役,江泰權,1993,88,362,319,39,38,100,78,21,0,1,25,20,0.313,0.371,0.389,22,1,8
退役,呂文生,1993,88,362,304,21,35,66,57,7,2,0,27,2,0.217,0.287,0.253,28,0,2
退役,葛雷諾,1993,88,368,328,39,48,96,69,19,2,6,31,14,0.293,0.339,0.418,22,0,4
退役,褚志遠,1993,88,335,297,35,22,80,56,17,1,6,41,4,0.269,0.333,0.394,28,1,1
退役,李聰富,1993,88,309,284,33,37,75,43,19,1,12,58,0,0.264,0.299,0.465,8,0,7
退役,張天麟,1993,88,317,269,22,35,64,50,6,7,1,45,11,0.238,0.299,0.323,21,0,4
退役,白昆弘,1993,88,338,304,32,28,75,57,15,0,3,61,15,0.247,0.291,0.326,17,0,3
退役,康雷,1993,87,362,329,37,46,103,63,26,4,10,43,33,0.313,0.361,0.508,26,0,1
退役,李居明,1993,87,361,314,48,43,97,64,23,3,7,16,7,0.309,0.362,0.468,30,1,1
退役,愛快,1993,87,359,307,33,57,84,50,23,5,6,74,7,0.274,0.369,0.44,46,0,1
退役,林仲秋,1993,85,349,296,35,42,82,56,17,0,9,32,8,0.277,0.365,0.426,42,7,1
退役,林克,1993,85,370,293,37,49,82,63,12,0,7,38,2,0.28,0.409,0.392,67,3,1
退役,曾貴章,1993,85,352,323,47,51,109,79,22,1,7,38,15,0.337,0.379,0.477,23,0,0
退役,陳威成,1993,85,318,296,22,33,84,70,12,1,1,47,4,0.284,0.321,0.341,14,0,3
退役,王光輝,1993,84,320,290,46,46,95,68,16,1,10,26,8,0.328,0.373,0.493,20,9,1
退役,林易增,1993,84,357,326,28,45,81,64,14,1,2,20,41,0.248,0.291,0.316,17,1,4
退役,陳正中,1993,83,322,297,34,25,72,56,9,0,7,42,5,0.242,0.292,0.343,20,1,1
退役,鄭百勝,1993,83,328,287,22,51,76,61,11,4,0,33,20,0.265,0.34,0.331,30,0,3
退役,古勝吉,1993,83,328,307,19,45,79,63,11,2,3,25,20,0.257,0.28,0.336,7,0,4
退役,羅敏卿,1993,82,322,276,41,44,81,54,16,0,11,44,0,0.293,0.381,0.471,38,6,1
退役,克魯茲,1993,82,294,261,27,44,67,39,17,2,9,61,21,0.257,0.338,0.441,30,1,2
退役,呂明賜,1993,82,342,297,42,44,87,57,22,1,7,24,6,0.293,0.372,0.444,35,4,3
退役,哥雅,1993,81,349,305,54,55,92,54,15,3,20,37,16,0.302,0.37,0.567,34,5,1
退役,曾智偵,1993,81,330,299,43,27,88,68,16,0,4,42,5,0.294,0.333,0.388,15,0,5
退役,羅世幸,1993,80,332,299,41,37,79,56,12,1,10,74,1,0.264,0.321,0.411,21,1,6
退役,張耀騰,1993,80,328,298,30,35,71,59,7,3,2,40,12,0.238,0.281,0.302,18,0,1
退役,郭建霖,1993,79,337,296,12,38,72,55,13,3,1,28,11,0.243,0.308,0.318,26,1,3
退役,黃世明,1993,78,278,241,28,31,67,46,14,2,5,42,8,0.278,0.364,0.415,24,0,9
退役,陳金茂,1993,78,295,269,37,40,73,51,13,0,9,27,5,0.271,0.308,0.42,13,1,2
退役,黃煚隆,1993,78,244,230,20,26,69,50,16,2,1,15,7,0.3,0.326,0.4,7,0,2
退役,吳復連,1993,77,319,268,19,35,66,49,14,1,2,21,2,0.246,0.325,0.328,27,0,5
退役,吳林煉,1993,76,72,58,5,11,12,9,2,0,1,19,4,0.207,0.303,0.293,8,0,0
退役,陳彥成,1993,76,294,258,39,25,67,46,15,0,6,41,1,0.26,0.338,0.388,24,0,8
退役,宋榮泰,1993,75,212,186,26,17,48,34,12,1,1,21,1,0.258,0.312,0.349,16,3,0
退役,李安熙,1993,75,266,238,31,29,56,43,8,0,5,35,0,0.235,0.303,0.332,23,1,0
退役,陳執信,1993,73,248,225,28,21,51,33,14,0,4,35,3,0.227,0.276,0.342,15,0,2
退役,吳思賢,1993,73,302,271,34,41,84,58,22,0,4,42,4,0.31,0.358,0.435,23,1,0
退役,立花義家,1993,71,272,237,29,23,70,48,16,2,4,39,3,0.295,0.378,0.43,30,1,2
退役,王俊郎,1993,71,223,198,28,18,48,35,9,2,2,15,2,0.242,0.298,0.338,11,0,5
退役,許錫華,1993,68,212,198,14,13,46,38,7,0,1,38,0,0.232,0.276,0.283,11,0,1
退役,蔡生豐,1993,68,205,180,10,14,37,28,8,0,1,28,3,0.206,0.271,0.267,14,0,3
退役,蔣坤?,1993,66,205,194,24,13,43,29,12,1,1,19,2,0.222,0.244,0.309,5,0,1
退役,徐整當,1993,65,209,184,12,16,45,38,5,2,0,14,2,0.245,0.303,0.293,12,1,4
退役,王光熙,1993,65,273,249,21,23,65,46,16,2,1,30,4,0.261,0.312,0.353,19,0,0
退役,何良志,1993,64,185,162,17,13,42,35,5,2,0,21,1,0.259,0.326,0.315,15,0,1
退役,吳哲宗,1993,63,175,151,16,14,31,23,7,1,0,31,5,0.205,0.28,0.265,16,0,0
