狀態,姓名,年度,出數,打席,打數,打點,得分,安打,一安,二安,三安,全壘打,被三振,盜壘,打擊率,上壘率,長打率,保送,故意四壞,觸身球
退役,王俊文,2004,49,121,102,14,18,27,21,2,3,1,25,3,0.265,0.356,0.373,12,0,3
退役,高健龍,2004,48,141,127,18,7,21,14,6,0,1,38,2,0.165,0.225,0.236,10,0,0
退役,許堯淵,2004,47,159,146,15,15,40,32,4,1,3,42,2,0.274,0.31,0.377,6,1,2
退役,邱敏舜,2004,46,46,43,4,15,10,9,0,0,1,16,2,0.233,0.283,0.302,1,0,2
退役,朱鴻森,2004,45,98,91,9,14,22,18,3,1,0,23,6,0.242,0.263,0.297,1,0,2
退役,許志豪,2004,40,109,93,3,7,17,14,3,0,0,37,1,0.183,0.274,0.215,10,0,2
退役,陳昭穎,2004,40,104,94,3,6,18,17,1,0,0,17,1,0.191,0.24,0.202,6,0,0
退役,郭一峰,2004,39,93,77,7,8,11,10,0,0,1,30,0,0.143,0.224,0.182,7,0,1
退役,陳保宏,2004,36,53,45,0,3,6,5,1,0,0,13,0,0.133,0.264,0.156,7,0,1
退役,許閔嵐,2004,35,85,76,10,5,15,10,3,0,2,16,0,0.197,0.253,0.316,5,0,1
退役,張建銘,2004,34,149,134,13,24,39,31,7,0,1,25,3,0.291,0.326,0.366,6,1,2
退役,許誌為,2004,33,78,65,8,9,14,12,2,0,0,2,4,0.215,0.288,0.246,7,0,0
退役,威力斯,2004,32,139,121,25,19,36,19,10,0,7,23,0,0.298,0.374,0.554,16,0,0
退役,陳克帆,2004,31,123,111,15,7,26,19,5,1,1,22,0,0.234,0.285,0.324,9,0,0
退役,陳元甲,2004,31,116,111,15,11,28,18,5,0,5,28,0,0.252,0.27,0.432,3,0,0
退役,莊景賀,2004,30,70,62,2,5,11,10,0,0,1,16,2,0.177,0.25,0.226,4,0,2
退役,雷歐斯,2004,28,118,107,19,15,29,20,3,0,6,13,3,0.271,0.314,0.467,7,0,1
退役,葉長龍,2004,27,30,27,2,1,3,3,0,0,0,9,2,0.111,0.172,0.111,2,0,0
退役,陳柏勳,2004,26,56,54,4,4,13,11,2,0,0,12,0,0.241,0.241,0.278,0,0,0
退役,余進德,2004,24,31,27,5,7,12,10,1,1,0,3,2,0.444,0.516,0.556,4,0,0
退役,汪天祥,2004,23,51,45,8,1,11,9,2,0,0,15,0,0.244,0.286,0.289,3,0,0
退役,王信民,2004,21,46,44,5,2,11,7,1,2,1,10,0,0.25,0.261,0.432,1,0,0
退役,曾智偵,2004,20,20,16,1,4,5,5,0,0,0,5,1,0.312,0.45,0.313,2,0,2
退役,索沙,2004,19,71,65,6,5,14,10,2,2,0,13,3,0.215,0.271,0.308,3,0,2
退役,黃信福,2004,18,27,23,3,4,4,4,0,0,0,12,0,0.174,0.296,0.174,4,0,0
退役,施翔凱,2004,18,40,37,6,4,7,6,0,0,1,9,0,0.189,0.231,0.27,2,0,0
退役,陳世峰,2004,16,19,18,0,0,1,1,0,0,0,7,0,0.056,0.105,0.056,0,0,1
退役,曾漢州,2004,14,36,28,2,2,5,4,1,0,0,5,1,0.179,0.361,0.214,7,0,1
退役,米西亞,2004,13,37,35,5,6,10,7,3,0,0,8,2,0.286,0.297,0.371,1,0,0
退役,陳麒元,2004,12,14,14,1,0,1,1,0,0,0,5,0,0.071,0.071,0.071,0,0,0
退役,魔拉,2004,12,45,40,10,5,12,8,1,0,3,6,0,0.3,0.356,0.55,3,0,1
退役,桑坦那,2004,10,38,37,3,3,11,9,0,2,0,11,0,0.297,0.297,0.405,0,0,0
退役,蔡士凡,2004,9,11,9,1,1,2,2,0,0,0,2,0,0.222,0.364,0.222,2,0,0
退役,賈西亞,2004,8,32,29,2,7,5,1,4,0,0,5,0,0.172,0.226,0.31,2,1,0
退役,王世驊,2004,7,9,9,1,1,2,2,0,0,0,1,0,0.222,0.222,0.222,0,0,0
退役,艾弗勒斯,2004,5,19,17,1,1,3,2,0,0,1,3,1,0.176,0.263,0.353,2,0,0
退役,李軾揚,2004,4,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
退役,納瓦,2004,2,6,6,0,0,1,1,0,0,0,3,0,0.167,0.167,0.167,0,0,0
退役,豐偌暉,2004,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
退役,張志強,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,喬伊,2004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,葉高泉,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
退役,彭政欣,2004,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
退役,鄭漢禮,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,謝佳賢,2005,101,440,348,74,76,99,49,27,0,23,99,9,0.284,0.419,0.56,77,3,7
退役,葉君璋,2005,101,346,321,20,28,68,56,11,0,1,70,1,0.212,0.24,0.255,7,1,5
退役,張家浩,2005,101,428,385,40,45,97,78,11,6,2,65,12,0.252,0.296,0.327,20,0,5
退役,鄭昌明,2005,100,432,377,43,41,99,69,24,4,2,57,14,0.263,0.325,0.363,33,0,3
退役,陽森,2005,100,456,401,43,59,121,93,22,5,1,66,25,0.302,0.382,0.389,48,0,5
退役,黃忠義,2005,100,418,362,40,39,100,80,14,1,5,54,3,0.276,0.346,0.362,38,1,4
退役,曾漢州,2005,99,368,320,61,29,87,59,19,0,9,77,2,0.272,0.348,0.416,37,3,3
現役,高國慶,2005,99,391,358,52,33,112,81,26,0,5,63,2,0.313,0.36,0.427,25,2,3
退役,陳嘉宏,2005,98,368,330,37,41,86,66,10,2,8,64,3,0.261,0.317,0.376,23,0,6
退役,張建銘,2005,98,429,396,38,58,112,89,16,5,2,53,21,0.283,0.325,0.364,18,0,7
退役,石志偉,2005,98,423,391,31,45,102,88,13,1,0,48,8,0.261,0.291,0.299,14,0,4
退役,楊睿智,2005,96,375,318,27,38,83,65,16,2,0,35,4,0.261,0.32,0.324,28,0,1
退役,張泰山,2005,95,387,348,60,59,106,79,12,0,15,54,3,0.305,0.359,0.468,25,3,7
退役,紀俊麟,2005,94,397,350,22,65,100,82,14,1,3,72,21,0.286,0.361,0.357,42,0,0
退役,陳連宏,2005,94,354,305,26,43,94,71,18,0,5,43,5,0.308,0.404,0.416,42,0,7
退役,鄧蒔陽,2005,94,363,324,39,36,94,76,15,2,1,32,4,0.29,0.336,0.358,23,1,2
退役,陳瑞振,2005,94,383,336,34,41,86,74,10,0,2,42,3,0.256,0.33,0.304,35,0,3
退役,劉芙豪,2005,93,264,243,25,36,63,44,15,1,3,59,13,0.259,0.299,0.366,11,0,4
退役,朱鴻森,2005,92,389,343,27,36,77,65,10,2,0,49,25,0.224,0.286,0.265,24,0,7
退役,陳健偉,2005,91,313,276,30,32,65,51,11,0,3,59,4,0.236,0.302,0.308,26,0,2
退役,威納斯,2005,91,391,355,51,52,115,89,18,0,8,40,1,0.324,0.373,0.442,22,0,9
退役,黃龍義,2005,91,398,366,37,55,112,86,12,6,8,71,16,0.306,0.349,0.437,20,1,5
退役,蔡豐安,2005,90,344,304,33,36,85,64,17,0,4,40,5,0.28,0.34,0.375,21,2,8
退役,石金受,2005,89,253,225,20,22,51,39,10,0,2,34,3,0.227,0.287,0.298,19,0,0
退役,曾華偉,2005,88,346,308,52,46,94,67,18,6,3,42,4,0.305,0.361,0.432,20,1,8
退役,潘忠韋,2005,88,368,335,59,45,103,73,18,0,12,60,1,0.307,0.353,0.469,24,0,3
退役,陽東益,2005,86,263,217,22,27,47,38,8,1,0,44,10,0.217,0.278,0.263,16,0,3
退役,許國隆,2005,85,335,312,51,33,83,60,13,0,10,66,3,0.266,0.302,0.404,17,1,1
退役,吳佳榮,2005,84,169,142,6,15,25,22,3,0,0,24,7,0.176,0.269,0.197,18,0,0
退役,李志傑,2005,84,314,264,41,26,63,44,18,0,1,48,2,0.239,0.317,0.318,25,1,9
退役,黃貴裕,2005,82,280,253,31,31,56,38,8,1,9,73,2,0.221,0.288,0.368,21,0,3
退役,高志綱,2005,82,228,197,14,25,45,37,4,2,2,25,3,0.228,0.308,0.299,20,0,3
退役,柯建鋒,2005,82,219,198,20,23,42,31,7,3,1,52,4,0.212,0.271,0.293,15,0,1
退役,郭銘仁,2005,82,320,283,19,42,72,52,16,3,1,60,2,0.254,0.308,0.343,20,0,3
退役,陳峰民,2005,82,286,258,31,32,69,50,15,0,4,44,4,0.267,0.324,0.372,21,0,2
退役,吳昭輝,2005,81,263,232,18,22,59,52,5,1,1,58,1,0.254,0.315,0.297,18,0,3
退役,陳元甲,2005,81,225,204,21,21,50,36,13,0,1,31,2,0.245,0.291,0.324,11,0,3
現役,林智勝,2005,81,343,309,45,46,88,62,8,2,16,76,8,0.285,0.346,0.479,24,1,6
退役,張民諺,2005,81,250,231,25,22,58,45,11,2,0,50,3,0.251,0.294,0.316,10,0,4
退役,羅敏卿,2005,79,232,201,29,13,43,31,8,0,4,52,1,0.214,0.315,0.313,28,0,2
退役,林鴻遠,2005,78,215,196,20,21,50,34,11,0,5,34,0,0.255,0.308,0.388,11,0,5
退役,郭岱琦,2005,78,118,106,11,12,20,16,2,1,1,29,0,0.189,0.271,0.255,12,0,0
退役,黃甘霖,2005,76,222,198,32,21,48,36,9,2,1,20,4,0.242,0.274,0.323,9,1,1
退役,彭政閔,2005,76,331,274,47,57,93,68,8,3,14,49,13,0.339,0.442,0.544,47,2,4
退役,羅德里茲,2005,76,319,299,50,51,97,64,21,0,12,31,0,0.324,0.358,0.515,14,1,3
退役,陳宗甫,2005,75,210,188,24,21,45,34,9,2,0,21,2,0.239,0.267,0.309,6,1,3
退役,蔡建偉,2005,75,224,198,17,23,50,40,7,1,2,38,6,0.253,0.33,0.328,21,0,2
退役,馮勝賢,2005,74,331,293,23,35,70,56,12,1,1,42,8,0.239,0.283,0.297,14,0,5
退役,陳懷山,2005,74,313,287,47,33,93,66,15,4,8,39,3,0.324,0.368,0.488,13,2,8
退役,蔡昆祥,2005,70,147,138,13,14,26,19,3,3,1,32,1,0.188,0.217,0.275,4,0,1
退役,陳文賓,2005,69,189,175,18,19,40,29,6,0,5,52,1,0.229,0.275,0.349,11,0,1
退役,郭一峰,2005,68,189,162,10,17,25,19,4,0,2,61,1,0.154,0.242,0.216,11,0,8
退役,余賢明,2005,68,213,190,14,26,46,35,8,2,1,29,10,0.242,0.308,0.321,14,0,4
退役,曾豪駒,2005,68,215,197,25,17,41,30,6,2,3,34,2,0.208,0.259,0.305,9,0,5
退役,郭岱詠,2005,67,183,152,14,17,34,25,8,0,1,40,4,0.224,0.326,0.296,21,0,3
退役,高政華,2005,66,135,112,5,14,25,19,5,0,1,38,0,0.223,0.331,0.295,11,0,7
退役,馬力歐,2005,66,258,225,45,42,69,42,10,0,17,67,3,0.307,0.395,0.578,32,0,1
退役,丘昌榮,2005,66,174,154,20,16,41,28,9,0,4,29,0,0.266,0.331,0.403,11,0,4
退役,陳瑞昌,2005,66,224,193,26,18,56,41,12,2,1,32,1,0.29,0.361,0.389,16,0,7
退役,鄭兆行,2005,66,219,196,20,26,49,35,7,3,4,38,5,0.25,0.307,0.378,16,1,0
退役,王信民,2005,65,150,140,17,14,34,23,6,2,3,34,1,0.243,0.277,0.379,7,0,0
退役,黃高俊,2005,65,119,94,7,15,18,17,1,0,0,16,0,0.191,0.291,0.202,12,0,2
退役,王建強,2005,65,227,210,24,15,61,45,11,2,3,43,1,0.29,0.323,0.405,9,0,3
退役,呂俊雄,2005,62,151,138,9,11,31,28,1,2,0,21,4,0.225,0.267,0.261,7,0,1
退役,王金勇,2005,61,239,219,28,30,58,36,18,1,3,54,1,0.265,0.314,0.397,13,0,3
退役,羅松永,2005,61,143,133,13,10,34,29,3,0,2,18,1,0.256,0.298,0.323,6,0,2
退役,陳致遠,2005,60,253,224,18,40,68,52,14,1,1,34,7,0.304,0.371,0.388,23,0,2
退役,邱企彬,2005,57,116,104,11,8,23,18,2,2,1,23,3,0.221,0.274,0.308,4,0,4
退役,張家源,2005,56,130,105,7,13,22,19,1,2,0,18,0,0.21,0.288,0.257,8,0,4
退役,許誌為,2005,56,174,154,11,18,38,31,5,2,0,13,3,0.247,0.295,0.305,11,0,0
退役,葉長龍,2005,55,39,35,0,14,6,6,0,0,0,7,6,0.171,0.256,0.171,4,0,0
退役,許閔嵐,2005,55,164,146,16,11,37,32,4,0,1,31,0,0.253,0.308,0.301,11,1,1
退役,施金典,2005,53,130,118,8,10,29,24,4,1,0,15,0,0.246,0.28,0.297,5,0,1
退役,陳克帆,2005,52,124,104,13,16,22,19,3,0,0,21,1,0.212,0.314,0.24,15,0,1
退役,許聖杰,2005,52,150,144,14,20,38,29,7,0,2,30,1,0.264,0.289,0.354,4,0,1
退役,王宜民,2005,50,56,49,3,3,9,8,1,0,0,7,1,0.184,0.216,0.204,2,0,0
退役,陳家偉,2005,44,122,113,16,12,37,33,4,0,0,18,0,0.327,0.364,0.363,6,0,1
退役,蓋達,2005,44,186,146,38,27,47,24,8,0,15,30,2,0.322,0.442,0.685,29,5,4
退役,童琮輝,2005,43,83,74,13,6,13,7,4,0,2,17,1,0.176,0.241,0.311,5,0,2
退役,曾揚志,2005,43,58,53,1,0,5,3,2,0,0,9,0,0.094,0.172,0.132,4,0,1
退役,林馴偉,2005,43,148,126,9,14,25,20,5,0,0,31,2,0.198,0.301,0.238,13,0,6
退役,王傳家,2005,43,142,120,8,15,25,14,9,0,2,18,1,0.208,0.314,0.333,19,1,0
退役,王世驊,2005,41,89,82,5,8,20,16,3,1,0,10,2,0.244,0.271,0.305,2,0,1
退役,吳修帆,2005,40,34,30,1,7,6,4,1,0,1,8,2,0.2,0.294,0.333,4,0,0
退役,余進德,2005,40,45,43,0,8,4,3,1,0,0,7,4,0.093,0.114,0.116,1,0,0
退役,林建宏,2005,39,121,107,5,16,26,26,0,0,0,32,2,0.243,0.319,0.243,8,0,4
退役,王子菘,2005,37,41,37,6,6,5,3,1,1,0,11,0,0.135,0.179,0.216,2,0,0
退役,曾揚岳,2005,36,55,48,3,6,7,3,4,0,0,11,0,0.146,0.222,0.229,5,0,0
退役,莊景賀,2005,35,27,26,5,10,5,1,3,0,1,5,3,0.192,0.185,0.423,0,0,0
退役,林克,2005,34,140,130,30,20,42,25,11,0,6,29,4,0.323,0.364,0.546,8,0,1
退役,鄭景益,2005,34,56,49,9,3,10,5,3,0,2,16,0,0.204,0.304,0.388,7,0,0
退役,黃小偉,2005,33,77,74,7,8,17,12,3,1,1,17,0,0.23,0.26,0.338,3,0,0
退役,陳昭穎,2005,31,99,90,10,10,23,18,3,0,2,16,0,0.256,0.316,0.356,8,0,0
退役,尼爾森,2005,30,118,108,16,13,27,16,9,0,2,21,6,0.25,0.308,0.389,9,1,0
退役,鄭達鴻,2005,29,40,38,3,3,6,5,1,0,0,9,3,0.158,0.2,0.184,2,0,0
退役,邱敏舜,2005,29,3,2,0,8,0,0,0,0,0,1,0,0,0.333,0,1,0,0
退役,迪歐,2005,28,120,114,12,14,35,29,3,2,1,16,9,0.307,0.342,0.395,6,0,0
退役,周森毅,2005,28,62,59,2,4,9,8,1,0,0,6,0,0.153,0.167,0.169,1,0,0
退役,施翔凱,2005,28,40,37,1,8,10,7,2,1,0,5,2,0.27,0.308,0.378,2,0,0
退役,楊進雄,2005,27,56,52,4,7,11,10,0,1,0,10,0,0.212,0.241,0.25,2,0,0
退役,雷歐斯,2005,25,104,99,8,15,29,20,5,0,4,18,0,0.293,0.327,0.465,4,0,1
退役,郭昌庭,2005,25,39,32,5,0,5,3,2,0,0,9,0,0.156,0.256,0.219,2,0,3
退役,查理,2005,17,56,53,6,5,17,13,3,0,1,13,0,0.321,0.357,0.434,3,0,0
退役,王俊文,2005,15,23,19,3,2,4,4,0,0,0,4,1,0.211,0.318,0.211,3,0,0
退役,黃泰龍,2005,14,22,20,2,3,4,4,0,0,0,0,0,0.2,0.273,0.2,2,0,0
退役,沈亞倫,2005,14,10,8,0,5,1,1,0,0,0,4,2,0.125,0.3,0.125,1,0,1
現役,周思齊,2005,12,19,19,0,2,5,4,1,0,0,7,0,0.263,0.263,0.316,0,0,0
退役,許堯淵,2005,12,24,22,1,1,3,2,0,0,1,8,0,0.136,0.208,0.273,2,0,0
退役,施昭同,2005,11,11,10,0,0,4,4,0,0,0,1,0,0.4,0.455,0.4,0,0,1
退役,吳承翰,2005,9,17,15,0,2,1,1,0,0,0,8,0,0.067,0.125,0.067,1,0,0
退役,闕樹木,2005,8,5,4,0,0,0,0,0,0,0,4,0,0,0.2,0,1,0,0
退役,林義翔,2005,8,13,11,2,0,2,1,0,1,0,0,0,0.182,0.182,0.364,0,0,0
退役,王俊仁,2005,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
退役,鄭漢禮,2005,6,12,12,0,0,1,1,0,0,0,6,0,0.083,0.083,0.083,0,0,0
退役,蔡士凡,2005,6,6,5,0,0,0,0,0,0,0,1,0,0,0.167,0,1,0,0
退役,彭政欣,2005,5,8,8,1,2,1,1,0,0,0,2,0,0.125,0.125,0.125,0,0,0
退役,林明憲,2005,4,7,4,0,0,1,1,0,0,0,0,0,0.25,0.5,0.25,1,0,1
退役,許傳誠,2005,4,6,6,1,1,2,1,0,1,0,3,0,0.333,0.333,0.667,0,0,0
退役,陳柏勳,2005,3,4,4,0,1,1,1,0,0,0,1,0,0.25,0.25,0.25,0,0,0
退役,高健龍,2005,3,8,6,0,1,2,2,0,0,0,1,0,0.333,0.5,0.333,2,0,0
退役,謝佳賢,2006,100,426,370,61,61,95,56,20,0,19,83,11,0.257,0.343,0.465,46,3,4
退役,張泰山,2006,100,433,373,72,62,130,89,17,0,24,46,4,0.349,0.411,0.587,41,13,1
退役,葉君璋,2006,100,341,303,32,22,75,63,11,1,0,38,0,0.248,0.287,0.29,12,0,6
退役,王傳家,2006,100,425,380,58,56,107,77,21,0,9,71,0,0.282,0.34,0.408,34,0,3
退役,黃忠義,2006,100,417,367,52,37,125,102,17,2,4,33,2,0.341,0.402,0.431,34,1,7
退役,石志偉,2006,100,449,410,46,53,128,107,18,3,0,40,10,0.312,0.36,0.371,25,0,7
退役,潘忠韋,2006,100,407,380,46,44,105,81,12,4,8,62,7,0.276,0.318,0.392,15,0,9
現役,林智勝,2006,98,426,371,64,63,108,75,20,1,12,64,14,0.291,0.361,0.447,33,2,11
退役,陳峰民,2006,98,356,317,30,45,79,56,20,1,2,39,3,0.249,0.319,0.338,29,0,4
退役,劉芙豪,2006,97,331,280,37,50,79,57,10,5,7,62,6,0.282,0.377,0.429,35,0,8
退役,余賢明,2006,97,360,315,29,46,92,75,14,3,0,37,27,0.292,0.345,0.356,26,2,1
退役,陳致遠,2006,96,405,360,49,49,91,58,20,1,12,70,11,0.253,0.323,0.414,35,1,3
退役,王宜民,2006,94,378,336,24,39,90,74,14,0,2,29,9,0.268,0.303,0.327,14,0,3
退役,紀俊麟,2006,93,399,359,36,52,99,79,13,1,6,77,16,0.276,0.334,0.368,32,0,1
退役,許國隆,2006,93,345,321,47,28,84,63,14,0,7,51,1,0.262,0.302,0.371,18,1,2
退役,郭岱琦,2006,92,329,291,42,35,83,58,19,0,6,72,1,0.285,0.354,0.412,27,0,6
退役,陳金鋒,2006,91,398,344,81,76,109,67,21,0,21,72,20,0.317,0.385,0.561,36,8,5
退役,蔡建偉,2006,91,322,275,30,37,74,58,11,3,2,47,2,0.269,0.342,0.353,24,1,8
退役,林宗男,2006,90,219,196,21,34,44,38,3,2,1,35,8,0.224,0.287,0.276,17,0,1
退役,陳家偉,2006,90,327,295,24,20,71,54,16,1,0,51,1,0.241,0.289,0.302,19,0,2
退役,吳昭輝,2006,90,275,243,26,23,58,47,9,1,1,59,1,0.239,0.306,0.296,20,0,5
退役,蘇建榮,2006,90,284,255,23,23,65,58,4,0,3,46,8,0.255,0.308,0.306,17,0,4
退役,王金勇,2006,89,329,298,31,31,73,59,8,1,5,43,1,0.245,0.294,0.329,18,1,3
退役,呂俊雄,2006,89,319,283,31,41,78,67,7,2,2,36,9,0.276,0.33,0.336,21,0,5
退役,陳冠任,2006,88,350,318,54,55,111,80,19,2,10,36,0,0.349,0.385,0.516,17,4,4
退役,陽森,2006,87,386,339,41,48,91,70,12,3,6,49,11,0.268,0.341,0.375,34,2,5
退役,曾華偉,2006,87,341,317,23,32,75,65,7,2,1,46,13,0.237,0.282,0.281,17,0,4
退役,黃龍義,2006,86,342,315,35,41,85,64,15,3,3,73,18,0.27,0.313,0.365,18,0,3
退役,楊松弦,2006,84,283,266,20,34,77,65,9,1,2,33,6,0.289,0.32,0.353,9,2,3
退役,鄭昌明,2006,83,333,299,26,35,83,65,15,2,1,61,0,0.278,0.333,0.351,25,0,1
退役,郭銘仁,2006,83,309,265,20,39,73,63,9,0,1,38,7,0.275,0.342,0.321,20,0,7
退役,曾漢州,2006,82,278,247,43,20,62,40,14,0,8,45,1,0.251,0.321,0.405,25,3,1
退役,陳連宏,2006,82,282,246,33,27,75,60,11,0,4,36,2,0.305,0.394,0.398,33,0,3
現役,高國慶,2006,82,320,291,26,32,82,61,16,2,3,38,2,0.282,0.321,0.381,16,1,2
退役,丘昌榮,2006,81,269,241,29,23,55,38,12,0,5,54,0,0.228,0.292,0.34,16,0,7
退役,馮勝賢,2006,81,344,293,25,37,81,70,7,2,2,43,6,0.276,0.339,0.334,24,0,4
退役,楊睿智,2006,80,302,266,17,29,70,63,7,0,0,30,6,0.263,0.327,0.289,24,0,2
退役,張建銘,2006,79,341,310,20,48,88,70,13,3,2,39,3,0.284,0.335,0.365,17,0,7
退役,王信民,2006,78,294,266,38,33,92,73,17,1,1,50,1,0.346,0.377,0.429,12,1,2
退役,黃貴裕,2006,78,260,238,37,33,54,31,12,3,8,54,4,0.227,0.28,0.403,17,0,1
退役,陳瑞振,2006,78,311,281,27,32,87,73,13,1,0,34,0,0.31,0.359,0.363,21,0,1
退役,張家浩,2006,78,292,256,20,38,60,52,2,5,1,38,6,0.234,0.29,0.293,18,0,2
退役,鄧蒔陽,2006,77,263,234,27,25,57,44,11,2,0,24,2,0.244,0.279,0.308,10,2,2
退役,朱鴻森,2006,75,225,201,8,33,46,37,6,1,2,30,1,0.229,0.295,0.299,13,0,6
退役,陳瑞昌,2006,75,226,202,19,16,49,38,10,0,1,29,2,0.243,0.297,0.307,13,0,3
退役,蔣智聰,2006,73,205,189,23,14,58,45,10,1,2,37,0,0.307,0.335,0.402,8,0,1
退役,劉耿欣,2006,73,239,209,16,22,33,26,5,0,2,43,6,0.158,0.223,0.211,17,0,1
退役,路易,2006,72,298,272,31,29,65,54,5,1,5,54,6,0.239,0.301,0.32,20,1,4
退役,高瑋,2006,72,261,227,14,23,62,48,13,1,0,33,0,0.273,0.333,0.339,19,0,3
退役,高俊強,2006,69,249,220,32,27,52,38,9,0,5,42,1,0.236,0.312,0.345,22,0,3
退役,陳嘉宏,2006,66,231,210,18,30,49,33,13,1,2,39,2,0.233,0.281,0.333,9,1,6
退役,曾揚志,2006,66,153,136,12,3,32,27,4,0,1,20,0,0.235,0.309,0.287,13,0,2
退役,陳宗甫,2006,61,91,77,5,5,15,11,4,0,0,7,0,0.195,0.267,0.247,6,0,2
退役,湯姆,2006,60,249,222,29,21,63,47,10,1,5,39,6,0.284,0.351,0.405,17,1,7
退役,郭岱詠,2006,59,118,107,8,11,20,15,4,0,1,34,0,0.187,0.237,0.252,7,0,0
退役,吳佳榮,2006,59,93,79,7,15,16,15,1,0,0,11,4,0.203,0.276,0.215,8,0,0
退役,邱俊文,2006,58,119,107,5,12,26,22,3,0,1,19,1,0.243,0.308,0.299,9,0,1
退役,高志綱,2006,58,200,174,18,21,55,44,8,2,1,17,2,0.316,0.374,0.402,13,1,3
退役,黃泰龍,2006,58,155,136,6,9,25,22,3,0,0,26,4,0.184,0.224,0.206,4,0,3
退役,黃正偉,2006,57,180,168,10,18,40,36,4,0,0,28,5,0.238,0.271,0.262,6,0,2
退役,曾豪駒,2006,57,187,164,24,27,47,29,15,0,3,33,3,0.287,0.366,0.433,17,0,4
退役,陳懷山,2006,56,199,169,21,16,44,38,6,0,0,28,0,0.26,0.342,0.296,22,0,0
退役,石金受,2006,55,159,142,12,9,34,29,5,0,0,21,0,0.239,0.297,0.275,11,0,1
現役,周思齊,2006,55,160,146,15,12,34,28,3,2,1,17,7,0.233,0.276,0.301,9,0,0
退役,陳健偉,2006,54,175,151,12,26,36,24,7,3,2,42,1,0.238,0.32,0.364,19,0,0
退役,陽東益,2006,53,30,24,1,11,3,3,0,0,0,8,4,0.125,0.222,0.125,3,0,0
退役,洛可,2006,52,213,180,28,23,51,40,6,1,4,23,1,0.283,0.387,0.394,25,1,6
退役,高政華,2006,51,151,125,9,7,23,20,2,0,1,34,0,0.184,0.287,0.224,13,0,5
退役,貝克,2006,49,198,185,22,26,54,35,15,0,4,48,0,0.292,0.338,0.438,11,0,2
退役,貝茲,2006,49,187,172,37,21,59,43,13,0,3,21,0,0.343,0.371,0.471,9,1,1
退役,葉長龍,2006,48,126,113,13,13,31,28,3,0,0,21,0,0.274,0.328,0.301,8,0,1
退役,賈西亞,2006,48,188,174,23,22,59,48,7,3,1,22,8,0.339,0.374,0.431,11,0,0
退役,彭政閔,2006,48,190,154,22,25,54,38,10,0,6,39,4,0.351,0.454,0.532,25,5,5
退役,楊博壬,2006,47,156,127,15,18,30,23,5,1,1,16,0,0.236,0.344,0.315,20,0,2
退役,陳永哲,2006,44,121,108,11,11,25,18,6,0,1,28,1,0.231,0.265,0.315,4,0,1
退役,許閔嵐,2006,44,107,95,5,6,23,19,4,0,0,26,0,0.242,0.327,0.284,12,0,0
退役,張家源,2006,43,81,69,5,7,14,12,2,0,0,13,0,0.203,0.257,0.232,4,0,1
退役,施金典,2006,43,153,139,15,18,35,31,1,1,2,17,0,0.252,0.279,0.317,6,1,0
退役,陳致鵬,2006,43,90,85,5,8,17,12,5,0,0,17,1,0.2,0.227,0.259,3,0,0
退役,鄭達鴻,2006,41,51,50,5,5,13,10,2,1,0,9,1,0.26,0.255,0.34,0,0,0
退役,陳克帆,2006,37,76,71,4,10,19,16,2,1,0,18,0,0.268,0.284,0.324,1,0,1
退役,李志傑,2006,37,89,75,12,11,13,8,3,0,2,16,0,0.173,0.276,0.293,10,0,1
退役,蔡豐安,2006,35,144,124,20,16,33,23,3,3,4,26,0,0.266,0.329,0.435,10,0,3
退役,許峰賓,2006,35,66,61,4,9,12,11,0,1,0,12,3,0.197,0.234,0.23,3,0,0
退役,陳智弘,2006,35,72,65,6,5,8,6,1,1,0,19,1,0.123,0.186,0.169,4,0,1
退役,羅松永,2006,35,67,63,2,3,16,15,1,0,0,19,0,0.254,0.277,0.27,1,0,1
退役,鄭兆行,2006,34,84,75,7,8,18,16,1,0,1,7,2,0.24,0.284,0.293,5,0,0
退役,郭一峰,2006,32,78,70,10,6,11,7,3,1,0,24,0,0.157,0.192,0.229,3,0,0
退役,林鴻遠,2006,31,111,106,13,7,31,22,6,0,3,13,0,0.292,0.315,0.434,1,0,3
退役,莊景賀,2006,30,72,64,5,7,15,13,1,0,1,12,7,0.234,0.275,0.297,4,0,0
退役,田顯明,2006,30,81,69,8,7,15,13,2,0,0,21,0,0.217,0.321,0.246,9,0,2
退役,余進德,2006,30,3,3,0,9,1,1,0,0,0,1,3,0.333,0.333,0.333,0,0,0
退役,布雷,2006,28,119,103,25,20,29,13,7,0,9,16,0,0.282,0.364,0.612,13,1,1
退役,許聖杰,2006,28,54,47,2,4,7,7,0,0,0,11,0,0.149,0.245,0.149,6,1,0
退役,王志榮,2006,27,47,42,4,6,11,10,1,0,0,11,0,0.262,0.34,0.286,4,0,1
